DTC Kodu,Başlık,Alt Sistem,Öncelik,Neden Sayısı,Adım Sayısı
C1097,ABS Hydraulic Pump Motor Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1098,ABS Hydraulic Pump Motor Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C109D,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C109F,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C10C1,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C10CA,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C10CB,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1100,ABS Pump Switch Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1101,ABS Hydraulic Valve Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1102,ABS Acceleration Switch Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1103,ABS Hydraulic Brake Switch Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1104,Traction Control Active Lamp – Circuit Short to Battery,"Şasi, Fren & Direksiyon (Chassis)",LOW,3,3
C1105,Traction Control Disable Lamp – Circuit Short to Battery,"Şasi, Fren & Direksiyon (Chassis)",LOW,3,3
C1106,Traction Control Disable Switch Circuit Short to Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1107,ABS Function Enabled Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1109,Speed Control Actuator Assembly Cable Release Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1110,ABS Power Relay Coil Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1111,ABS Power Relay Coil Open Circuit,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1112,ABS Power Relay Coil Short Circuit To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1113,ABS Power Relay Coil Short Circuit To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1114,ABS Power Relay Output Short Circuit To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1115,ABS Power Relay Output Short Circuit To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1116,Starter Motor Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1117,RPM Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1123,Vehicle Speed Sensor Input Short to Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1124,Input shaft speed signal missing/faulted,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1125,Brake Fluid Level Sensor Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1126,Cruise Control Command Switch Assembly Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1127,Cruise Control Deactivator Brake Switch Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1132,Clutch position ckt short to ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1133,Clutch position ckt short to battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1134,Gear Shift position short to ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1135,Gear Shift position short to battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1136,Gear Select position short to ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1137,ECU is Defective,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1138,Gear Select position short to Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1139,Wheel Speed Sensor Center Tone Ring Missing Tooth Fault,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1140,Hydraulic Base Brake Failure,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1141,Wheel Speed Sensor LF Tone Ring Tooth Missing Fault,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1142,Wheel Speed Sensor RF Tone Ring Tooth Missing Fault,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1143,Wheel Speed Sensor LR Tone Ring Tooth Missing Fault,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1144,Wheel Speed Sensor RR Tone Ring Tooth Missing Fault,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1145,Speed Wheel Sensor RF Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1146,Speed Wheel Sensor RF Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1148,Speed Wheel Sensor RF Coherency Fault,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1149,Hydraulic Fluid Pressure/ Flow Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1150,Two Speed Rear Axle Input Switch Circuit Short to Vbatt,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1155,Speed Wheel Sensor LF Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1156,Speed Wheel Sensor LF Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1157,Park Brake Actuator Assembly Switch Applied Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1158,Speed Wheel Sensor LF Coherency Fault,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1159,Hydraulic Fluid Pressure/ Flow Circuit Short to Gnd,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1161,Air Pressure Low Circuit Short to Gnd,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1162,Park Brake Switch # 2 Released Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1163,Park Brake Switch # 2 Applied Circuit Short to Gnd,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1164,Park Brake Actuator Assembly Switch Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1165,Speed Wheel Sensor RR Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1166,Speed Wheel Sensor RR Input Open Circuit,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1167,Park Brake Actuator Assembly Switch Released Circuit Short to Gnd,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1168,Speed Wheel Sensor RR Coherency Fault,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1169,ABS Fluid Dumping Exceeds Maximum Timing,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1170,PRNDL Switch Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1172,Park Brake Switch # 1 Applied Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1173,Park Brake Switch # 1 Released Circuit Short to Gnd,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1174,Park Brake Switch # 2 Applied Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1175,Speed Wheel Sensor LR Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1176,Speed Wheel Sensor LR Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1177,Park Brake Actuator Assembly Switch Released Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1178,Speed Wheel Sensor LR Coherency Fault,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1179,Speed Control Actuator Assembly Cable Slack Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1180,Park Brake Valve Solenoid #1 Sense Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1181,Park Brake Valve Solenoid #1 Sense Input Circuit Short to Gound,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1182,Park Lamp Flash Relay Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",LOW,3,3
C1183,Park Lamp Flash Relay Circuit Short to Battery,"Şasi, Fren & Direksiyon (Chassis)",LOW,3,3
C1184,ABS System Is Not Operational,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1185,ABS Power Relay Output Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1186,ABS Power Relay Output Open Circuit,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1187,Brake Fluid Level Sensor Input Open Circuit,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1188,Brake Fluid Level Sensor Input Short Circuit To Battery,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1189,Brake Fluid Level Sensor Input Short Circuit To Ground,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1190,Speed Wheel Sensor LF Input Short Circuit To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1191,Speed Wheel Sensor LF Input Short Circuit To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1192,Speed Wheel Sensor RF Input Short Circuit To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1193,Speed Wheel Sensor RF Input Short Circuit To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1194,ABS Outlet Valve Coil LF Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1195,ABS Outlet Valve Coil LF Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1196,ABS Outlet Valve Coil LF Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1197,ABS Outlet Valve Coil LF Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1198,ABS Inlet Valve Coil LF Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1199,ABS Inlet Valve Coil LF Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C11AA,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1200,ABS Inlet Valve Coil LF Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1201,"ABS Left Front Inlet Valve Coil Circuit Short to Ground (Ford, Lincoln, Mercury, Mazda) Front Traction Control Inlet Valve Control Circuit Low (Dodge, Chrysler, Plymouth, Jeep, FIAT) Right Front Wheel Speed Sensor Invalid Signal (Mitsubishi) Left Front Wheel Speed Sensor Circuit Range or Performance (Chevrolet) Vehicle Stability Control (VSC) Cancelled by Fault in Engine Control Module (Toyota, Scion, Lexus)","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1202,ABS Outlet Valve Coil Rear Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1203,ABS Outlet Valve Coil Rear Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1204,ABS Outlet Valve Coil Rear Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1205,ABS Outlet Valve Coil Rear Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1206,ABS Inlet Valve Coil Rear Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1207,ABS Inlet Valve Coil Rear Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1208,ABS Inlet Valve Coil Rear Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1209,ABS Inlet Valve Coil Rear Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1210,ABS Outlet Valve Coil RF Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1211,ABS Outlet Valve Coil RF Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1212,ABS Outlet Valve Coil RF Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1213,ABS Outlet Valve Coil RF Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1214,ABS Inlet Valve Coil RF Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1215,ABS Inlet Valve Coil RF Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1216,ABS Inlet Valve Coil RF Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1217,ABS Inlet Valve Coil RF Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1218,Lamp ABS Warning Output Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",LOW,3,3
C1219,Lamp ABS Warning Output Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",LOW,3,3
C1220,Lamp ABS Warning Output Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",LOW,3,3
C1221,Lamp ABS Warning Output Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",LOW,3,3
C1222,Speed Wheel Mismatch,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1223,Lamp Brake Warning Output Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1224,Lamp Brake Warning Output Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1225,Lamp Brake Warning Output Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1226,Lamp Brake Warning Output Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1227,Speed Wheel Sensor LR Input Short Circuit To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1228,Speed Wheel Sensor LR Input Short Circuit To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1229,Speed Wheel Sensor Rear Center Coherency Fault,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1230,Speed Wheel Sensor Rear Center Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1231,Speed Wheel Sensor Rear Center Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1232,Speed Wheel Sensor Rear Center Input Short Circuit To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1233,Speed Wheel LF Input Signal Missing,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1234,Speed Wheel RF Input Signal Missing,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1235,Speed Wheel RR Input Signal Missing,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1236,Speed Wheel LR Input Signal Missing,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1237,Speed Wheel Rear Input Signal Missing,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1238,ABS Hydraulic Pressure Differential Switch Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1239,ABS Hydraulic Pressure Differential Switch Input Open Circuit,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1240,ABS Hydraulic Pressure Differential Switch Input Short Circuit To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1241,ABS Hydraulic Pressure Differential Switch Input Short Circuit To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,7,3
C1242,ABS Outlet Valve Coil LR Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1243,ABS Outlet Valve Coil LR Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1244,ABS Outlet Valve Coil LR Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1245,ABS Outlet Valve Coil LR Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1246,ABS Outlet Valve Coil RR Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1247,ABS Outlet Valve Coil RR Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1248,ABS Outlet Valve Coil RR Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1249,ABS Outlet Valve Coil RR Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1250,ABS Inlet Valve Coil LR Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1251,ABS Inlet Valve Coil LR Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1252,ABS Inlet Valve Coil LR Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1253,ABS Inlet Valve Coil LR Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1254,ABS Inlet Valve Coil RR Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1255,ABS Inlet Valve Coil RR Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1256,ABS Inlet Valve Coil RR Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1257,ABS Inlet Valve Coil RR Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1258,Speed Wheel LF Comparison Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1259,Speed Wheel RF Comparison Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1260,Speed Wheel RR Comparison Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1261,Speed Wheel LR Comparison Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1262,Lamp Warning Relay Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",LOW,3,3
C1263,Lamp Warning Relay Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",LOW,3,3
C1264,Lamp Warning Relay Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",LOW,3,3
C1265,Lamp Warning Relay Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",LOW,3,3
C1266,ABS Valve Power Relay Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1267,ABS Functions Temporarily Disabled,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1268,Motor Relay # 1 Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1269,Motor Relay # 1 Circuit Short to Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1270,Motor # 1 Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1271,Motor # 1 Input Circuit Short to Gnd,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1272,Motor # 2 Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1273,Motor # 2 Input Circuit Short to Vbat,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1274,Solenoid Relay # 1 Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1275,Solenoid Relay # 1 Circuit Short to Vbatt,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1276,Park Brake Actuator Assembly Switch Applied Circuit Short to Gnd,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1277,STEERING Wheel Angle 1and 2 Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1278,STEERING Wheel Angle 1and 2 Signal Faulted,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1279,Yaw Rate Sensor circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1280,Yaw Rate Sensor Signal Fault,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1281,Lateral Accelerometer circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1282,Lateral Accelerometer Signal Fault,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1283,Switch Test Signal Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1284,Oil Pressure Switch Failure,"Şasi, Fren & Direksiyon (Chassis)",CRITICAL_STOP,3,3
C1285,Booster Solenoid circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1286,Booster Mechanical Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1287,Booster Pedal Force switch circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1288,Pressure Transducer Main / Primary Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1289,Pressure Transducer Redundant / Secondary Input Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C129F,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C12C9,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C12FF,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1300,Skid Control ECU Malfunction (Toyota),"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1303,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1307,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1343,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C137C,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C139A,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1400,Traction Control Valve RF Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1401,Traction Control Valve RF Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1402,Malfunction in Front Speed Sensor LH Circuit (Most Manufacturers) Traction Control Valve RF Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1403,Traction Control Valve RF Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1404,Traction Control Valve Rear Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1405,Traction Control Valve Rear Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1406,Traction Control Valve Rear Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1407,Traction Control Valve Rear Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C140B,"Manufacturer-specific chassis code. The second character '1' marks this as defined by the vehicle manufacturer rather than the SAE standard, so its exact meaning varies between makes. We do not yet have a verified definition for this code.","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1410,Traction Control Valve LF Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1411,Traction Control Valve LF Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1412,Traction Control Valve LF Circuit Short To Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1413,Traction Control Valve LF Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1414,Incorrect Module Design Level,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1415,Incorrect Module Configuration,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1416,Damper RF Circuit Short To Battery,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1417,Damper RF Circuit Short to Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1418,Damper RF Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1419,Damper RF Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1420,Hydraulic Fluid Pressure/ Flow Circuit Short to Vbatt,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1421,"Damper LF Circuit Short To Battery (Ford, Jaguar) Open or Short in Master Cylinder Pressure Sensor (Toyota) Rear Differential Clutch Performance (Jeep, Chrysler)","Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1422,Damper LF Circuit Short to Ground,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1423,Damper LF Circuit Failure,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
C1424,Damper LF Circuit Open,"Şasi, Fren & Direksiyon (Chassis)",MEDIUM,3,3
